번호	상호	영업표지	대표자	등록번호	최초등록일	업종
12103	도담도담맘&베이비홈케어	도담도담 산후도우미	정보람	20181051	2018.10.16	인력 파견
12102	DardenAPAC,LLC	롱혼 스테이크하우스 (LongHorn Steakhouse)	Bradley S. Smith	20213434	2021.10.27	서양식
12101	DardenAPAC,LLC	올리브 가든 레스토랑(Olive Garden Restaurant)	Bradley S. Smith	20201024	2020.08.13	서양식
12100	아이크미에듀(주)	아이크미	조영숙	20220983	2022.09.26	교육 (외국어)
12099	크미앤크루컴퍼니	크미앤크루잉글리시	조영숙	20220999	2022.09.28	교육 (외국어)
12098	㈜아인컴퍼니	마음으로읽는타로	우수연	20240653	2024.05.10	기타 서비스
12097	미래비젼컨설팅	EGGROCK CAFE	오기연	20241645	2024.12.09	음료 (커피 외)
12096	(주)은규네	은규네스튜디오	박은규	20221258	2022.11.23	임대
12095	신솔푸드	괭이부리마을	신용식	20240459	2024.03.26	한식
12094	대구빙수	인대구빙수	이현주	20240594	2024.04.24	아이스크림/빙수
12093	(주)솔밭	솔밭	주정룡, 김차인	20250014	2025.01.03	한식
12092	어커봅잉글리쉬	어커봅잉글리쉬	장경미	20250010	2025.01.03	교육 (외국어)
12091	(주)삼천에프앤비	약선흑염소	최윤혁	20210914	2021.03.30	한식
12090	구삼육(93肉)집	구삼육(93肉)집	권상완	20250013	2025.01.03	한식
12089	셀라2음악학원	153셀라음악학원	서형준	20180225	2018.03.06	기타 교육
12088	오에이에스테틱본점	오에이에스테틱	남연수	20250012	2025.01.03	이미용
12087	(주)온다컴퍼니	이자카야 탕	임현지	20213652	2021.10.28	일식
12086	(주)뿌리아이엔씨	기대만족	김용준	20210931	2021.03.30	한식
12085	(주)위너스에프앤디	솥뚜껑이닭	이호성, 양철환	20210494	2021.02.23	한식
12084	(주)봄담아	봄담아	박정수	20210230	2021.01.21	기타 외식
12083	(주)로드와이즈	에이드영어	김광민	20212514	2021.10.07	교육 (외국어)
12082	(주)상승에프앤비	오레노카츠	박규태	20201117	2020.09.03	일식
12081	(주)동읍에프엔비	동읍리	김지현	20231821	2023.12.11	한식
12080	(주)엠디에스코리아	곱빼기밥상	문동준	20250011	2025.01.03	한식
12079	어니스트식스티	어니스트식스티(HONEST 6T)	최홍일	20210988	2021.04.08	서양식
12078	이게(주)	이게볶음밥	김도형, 김지훈	20221283	2022.11.28	한식
12077	(주)애플김밥	애플김밥	문정국	20130298	2013.10.11	분식
12076	푸드스토리	짬뽕9단	원미경	20141007	2014.10.21	중식
12075	비와이에스푸드(BYSFOOD)	불야시불닭발	박현진	20230517	2023.04.07	한식
12074	(주)더푸드상상	구주	김혜원	20221200	2022.11.11	주점
12073	물정F&B	육값어치	차다희	20240522	2024.04.08	한식
12072	이라F&C	이리맥주	임준영	20220968	2022.09.22	주점
12071	(주)에스에이치	백설공주	이성화	20215575	2021.11.17	한식
12070	(주)에스에이치	황남비빔밥	이성화	20215581	2021.11.17	한식
12069	(주)제주곤이칼국수	제주곤이 칼국수	이성화	20215580	2021.11.17	한식
12068	(주)으뜸	으뜸스시	서준기	20240844	2024.06.18	일식
12067	(주)더캠트	캠핑트렁크	이주원	20180239	2018.03.09	기타도소매
12066	영주농업회사법인(주)	고구맘	황병성	20120600036	2012.08.13	제과제빵
12065	(주)마루에프앤비	만선항 조개집	김찬	20240677	2024.05.14	한식
12064	아이케이	피도락	이익균	20231756	2023.11.29	피자
12063	아이케이	피자이탈리	이익균	20191281	2019.12.02	피자
12062	(주)에스앤에스코퍼레이션	미즈컨테이너	이성민	20190657	2019.07.09	서양식
12061	(주)에스앤에스코퍼레이션	토끼정	이성민	20160354	2016.04.15	일식
12060	(주)디와이비최선메이트	디와이비크레오	김성민	20212521	2021.10.07	교육 (외국어)
12059	(주)디와이비최선메이트	디와이비최선어학원	김성민	20212519	2021.10.07	교육 (외국어)
12058	(주)로그	이태리키친	성종해	20214175	2021.11.05	서양식
12057	(주)로그	산더미해물찜 해담	성종해	20214173	2021.11.05	한식
12056	(주)로그	꼬꼬믹스치킨	성종해	20214192	2021.11.05	치킨
12055	(주)나무에프엠디	뜨돈(DD'DON)	전병길	20161129	2016.11.02	서양식
12054	아이프랜드	아이벗 치킨	김보경	20141157	2014.11.28	치킨
12053	(주)스튜디오808	스튜디오808	김지환	20230846	2023.06.15	기타 서비스
12052	아쿠아이즈체인본부	아쿠아이즈 (AQUEYES)	정진삼, 임희철	20220174	2022.03.03	안경
12051	(주)모다플레이스	왕초바베큐	김무종, 윤민우	20240018	2023.12.27	치킨
12050	포차처럼	포차처럼	김지연	20221069	2022.10.11	주점
12049	(주)감성인터내셔널	코페아커피(COFFEA COFFEE)	최지욱	20090100377	2009.08.17	커피
12048	(주)오색만찬	밀크밥버거	남재우	20231444	2023.10.05	분식
12047	(주)오색만찬	서가원김밥	남재우	20140071	2014.01.24	한식
12046	(주)오색만찬	오봉도시락	남재우	20100100419	2010.08.26	한식
12045	(주)멀티웨이	소소집	인도겸	20240397	2024.03.11	한식
12044	(주)멀티웨이	안주가	인도겸	20212213	2021.09.16	한식
12043	(주)멀티웨이	아빠가 만든 쭈꾸미 제육	인도겸	20230690	2023.05.16	한식
12042	(주)아펙스에프앤비	아펙스(APEX)	정한	20190987	2019.09.25	주점
12041	DKFOOD	조선호랑이냉면	허정미	20230731	2023.05.24	기타 외식
12040	DKFOOD	돈카냉면&파스타	허정미	20180524	2018.05.25	기타 외식
12039	오제이푸드	크레이지번	권오진	20220743	2022.07.28	패스트푸드
12038	(주)중앙에프앤비	맵돈	김정섭, 김건우	20230209	2023.02.09	한식
12037	에이치엠푸드	88제육	박상민, 김현호	20215839	2021.11.18	한식
12036	차도루	차도루	문정한	20240525	2024.04.09	한식
12035	사쿠라테이엔	사쿠라테이엔	정세진	20180241	2018.03.09	주점
12034	편백촌	편백촌	기원간	20220828	2022.08.16	기타도소매
12033	송호황토마을	송호황토마을	손가람	20220717	2022.07.26	한식
12032	스시선가맹본부	스시선 회전초밥 전문점	윤찬송	20181221	2018.11.28	일식
12031	화닭&바베큐덕삼이	바베큐덕삼이&화끈한닭발러	김기용	20190203	2019.03.06	한식
12030	(주)47컴퍼니	에소르핏더온필라테스	양희영	20201473	2020.11.05	스포츠 관련
12029	(주)포텍	아름다운밤연어육회	오세현	20212577	2021.10.12	일식
12028	(주)제이와이북스닷컴	노부영 영어드림	박종연	20212806	2021.10.18	교육 (외국어)
12027	(주)47컴퍼니	에소르핏	양희영	20201474	2020.11.05	스포츠 관련
12026	성공하는사람들	올뎃윙즈	이용원	20212946	2021.10.21	치킨
12025	(주)아이센스에프앤비	만화카페 벌툰	윤석범	20160560	2016.06.17	기타 서비스
12024	StarwoodAisaPacificHotels&ResortsPte.Ltd.	포 포인츠 플렉스 바이 쉐라톤 호텔(Four Points Flex by Sheraton Hotels)	Francis TAN Hock Chye	20240586	2024.04.24	숙박
12023	GlobalHospitalityLicensingS.a.r.l.	목시	Danny Haemhouts	20190443	2019.05.21	숙박
12022	GlobalHospitalityLicensingS.ar.l	오토그래프 컬렉션	Danny Haemhouts	20150349	2015.04.15	숙박
12021	GlobalHospitalityLicensingS.a.r.l.	메리어트 호텔 앤 리조트	Danny Haemhouts	20170847	2017.07.25	숙박
12020	GlobalHospitalityLicensingS.ar.l.	페어필드 바이 메리어트	Danny Haemhouts	20181035	2018.10.10	숙박
12019	ACHMGlobalHospitalityLicensingS.a.r.l	에이씨 호텔 바이 메리어트(AC Hotels by Marriott)	Danny Haemhouts	20201341	2020.10.13	숙박
12018	StarwoodAsiaPacificHotels&ResortsPte.Ltd.	웨스틴 호텔(WESTIN HOTELS)	Francis TAN Hock Chye	20181333	2018.12.17	숙박
12017	StarwoodAsiaPacificHotels&ResortsPte.Ltd.	트리뷰트 포트폴리오	Francis TAN Hock Chye	20220852	2022.08.23	숙박
12016	StarwoodAsiaPacificHotels&ResortsPte.Ltd.	쉐라톤(Sheraton)	Francis TAN Hock Chye	20130100461	2013.06.28	숙박
12015	StarwoodAsiaPacificHotels&ResortsPte.Ltd.	더 럭셔리 컬렉션(The Luxury Collection)	Francis TAN Hock Chye	20130237	2013.09.23	숙박
12014	StarwoodAsiaPacificHotels&ResortsPte.Ltd.	르 메르디앙(Le Meridien)	Francis TAN Hock Chye	20170328	2017.03.03	숙박
12013	StarwoodAsiaPacificHotels&ResortsPte.Ltd.	알로프트	Francis TAN Hock Chye	20120100275	2012.06.18	숙박
12012	StarwoodAsiaPacificHotels&ResortsPte.Ltd.	포 포인츠 바이 쉐라톤 호텔	Francis TAN Hock Chye	20141106	2014.11.13	숙박
12011	(주)이마트24	이마트24(emart24)	송만준	20080100729	2008.12.10	편의점
12010	(주)풍전에프앤비	그라찌에	김지수	20150166	2015.02.17	기타 외식
12009	케이파출	케이파출	김순정	20250003	2025.01.02	기타 서비스
12008	(주)푸드스팟	오공김밥	장민환	20231696	2023.11.20	분식
12007	(주)요아정	카페요아정	박현희	20220572	2022.06.22	아이스크림/빙수
12006	(주)요아정	요거트아이스크림의정석	박현희	20210826	2021.03.23	아이스크림/빙수
12005	(주)바이수	바이수 몬테소리	유선혜	20241634	2024.12.04	기타 교육
12004	(주)빅토미술로생각하기	미술로생각하기	김시중	20090100397	2009.08.28	유아 관련 (교육 외)
12003	낮잠굿잠테라피	낮잠굿잠테라피	김수진	20250004	2025.01.02	기타 서비스
12002	나운칼국수	강릉나운장칼국수	이나운	20250006	2025.01.02	한식
12001	(주)지피에프씨	한마음정육식당	우광식	20160666	2016.07.20	한식
12000	용기있는사람들	오유미당	배명덕	20200586	2020.05.12	기타 외국식
11999	어라속초생선찜·생선구이일산애니골본점	어라속초생선찜	이종민	20250009	2025.01.02	한식
11998	분코	분코(BUNKO)	정상호	20250016	2025.01.02	일식
11997	(주)에이치티코리아	인생극장	김인태	20130325	2013.10.24	한식
11996	마리타운	마리타운	최철민	20250005	2025.01.02	일식
11995	백홍식당	더 백홍	여지아	20250008	2025.01.02	기타 외국식
11994	너티153(Nutty153)	너티153(Nutty 153)	임선희	20250007	2025.01.02	제과제빵
11993	미랑샤브	미랑샤브	주은혜, 최승용	20240935	2024.07.04	한식
11992	(주)피코	투달러커피(2Dollars Coffee)	김도련	20212704	2021.10.14	커피
11991	(주)시스템프랜차이즈컴퍼니	육연家	김동우	20240917	2024.07.01	일식
11990	(주)메리메이드코리아	메리메이드	김호영	20181219	2018.11.28	기타 서비스
11989	(주)해원에프엔비	낭만소갈비	최상훈	20214179	2021.11.05	한식
11988	(주)해원에프엔비	올담 아인슈바인학센	최상훈	20214174	2021.11.05	서양식
11987	새삼(양산본점)	새삼	김세윤	20211249	2021.05.26	한식
11986	순례국밥	순례국밥	권윤희	20180771	2018.08.03	한식
11985	(주)멀티웨이	멀티캠핑	인도겸	20212836	2021.10.19	기타도소매
11984	(주)멀티웨이	멀티치킨	인도겸	20212214	2021.09.16	치킨
11983	(주)멀티웨이	냠냠피자	인도겸	20212215	2021.09.16	피자
11982	(주)멀티웨이	돼지게티	인도겸	20201482	2020.11.06	한식
11981	닭터박	홈술포차	박상민	20211689	2021.07.27	한식
11980	닭터박	돈화당	박상민	20211729	2021.08.02	기타 외식
11979	닭터박	꾸이한끼	박상민	20181292	2018.12.13	기타 외식
11978	닭터박	파스타치요	박상민	20215564	2021.11.17	서양식
11977	닭터박	제니로제떡볶이	박상민	20215549	2021.11.17	분식
11976	닭터박	행복한 카레야	박상민	20211731	2021.08.02	기타 외식
11975	닭터박	용궁찜닭	박상민	20211730	2021.08.02	한식
11974	닭터박	상민이네 닭갈비	박상민	20211691	2021.07.27	한식
11973	닭터박	박가네 갈비찜찜찜	박상민	20211771	2021.08.04	한식
11972	닭터박	모모의 삼계탕	박상민	20211769	2021.08.04	한식
11971	닭터박	메칸더김밥	박상민	20213161	2021.10.25	분식
11970	닭터박	닭도리 뉴욕가다	박상민	20211690	2021.07.27	한식
11969	닭터박	광수네 전골	박상민	20211770	2021.08.04	한식
11968	닭터박	갈비고	박상민	20212796	2021.10.18	한식
11967	장수루양꼬치	장수루양꼬치	JIN HONGGUANG	20231262	2023.08.31	중식
11966	1983브레드(Bread)	1983브레드	김영인	20230624	2023.05.01	제과제빵
11965	거니푸드	짬뽕도감	이건희, 김학기	20240365	2024.03.08	기타 외식
11964	베이크노트	리띵커피	김기수	20230172	2023.02.02	커피
11963	정세이로무시	머무를 정 세이로무시	김문겸	20231809	2023.12.05	일식
11962	닭터박	닭터박강정떡볶이	박상민	20201037	2020.08.18	분식
11961	(주)이마트24	이마트24 스마트(emart24 SMART)	송만준	20211432	2021.06.18	편의점
11960	우리집밥상	거작 수육국밥	박흥철	20241699	2024.12.19	한식
11959	(주)맛있는향기	디디스터디카페	이종헌	20213773	2021.11.02	기타 서비스
11958	(주)맛있는향기	디디커피	이종헌	20210284	2021.02.01	커피
11957	맘트밀	맘트밀	윤명인	20240952	2024.07.09	한식
11956	(주)위너더블유	호주에서 온 스시	이은우	20214660	2021.11.12	일식
11955	(주)가치푸드	불난볶음밥	주수준, 박철오, 김정식	20212506	2021.10.07	주점
11954	㈜아이언가이즈	치교치킨	박경준	20200505	2020.04.10	치킨
11953	(주)그로잉푸드	봉고기	이봉구	20240907	2024.07.01	한식
11952	엘케이(LK)푸드	장수치킨맥주	김기형	20231172	2023.08.18	치킨
11951	(주)회춘	문토리(moontori)	김기문	20230227	2023.02.14	주점
11950	(주)대현푸드빌	오늘통닭	김종현	20090100082	2009.01.30	치킨
11949	(주)김가네	치킨방앗간	김용만	20140041	2014.01.10	치킨
11948	㈜에스에이치컴퍼니	오닭교	김남규	20241451	2024.10.29	한식
11947	(주)김가네	김가네	김용만	20080100109	2008.08.02	분식
11946	㈜성오푸드	챔피언꽃게	남규리	20241641	2024.12.09	한식
11945	마부육전	정성소갈비찜갈비탕	박미희	20241765	2024.12.31	한식
11944	부추삼겹살	부추삼겹살	박철희	20241768	2024.12.31	한식
11943	(주)더함에프엔씨	소곰집	김동인	20201251	2020.09.23	한식
11942	(주)시안랩	시안사진관	고태우	20250001	2024.12.31	기타 서비스
11941	(주)컬투에프앤비	컬투치킨	박영준	20100100628	2010.12.23	치킨
11940	제주올래국수	제주올래국수	양지혜	20241767	2024.12.31	한식
11939	어마어마해안양1번가점	어마어마해	유하진	20241766	2024.12.31	기타 외식
11938	(주)하하호호푸드	남썬치킨	이수정	20221049	2022.10.07	치킨
11937	(주)산들그린	슬림비빔밥	이용환	20213028	2021.10.19	한식
11936	더밥상	더밥상	이우정, 박우성	20241218	2024.09.04	한식
11935	(주)멀티웨이	돈까스쿨	인도겸	20230892	2023.06.21	분식
11934	(주)진성패밀리	우리할매 떡볶이	김성환	20191342	2019.12.10	분식
11933	올바른개성손만두	올바른개성손만두	정재은	20214164	2021.11.05	기타 외식
11932	평상집	김태용 명불허전평상집	김태용	20212297	2021.09.29	한식
11931	(주)야마야푸즈서비스	하카타 모츠나베 야마야	야마와키카츠토시	20221038	2022.10.06	일식
11930	(주)임브레이스	에프사십오(F45)	김예진	20220389	2022.05.10	스포츠 관련
11929	진만두가	수만두가	임금영	20241755	2024.12.30	한식
11928	(주)고트제이엠케이	리파인	전영언	20220554	2022.06.20	한식
11927	(주)브라운에프앤씨	브라운돈까스	심훈	20150031	2015.01.08	기타 외식
11926	본아이에프(주)	본도시락	이진희,이성진	20100100482	2010.10.08	한식
11925	본아이에프(주)	본죽&비빔밥	이진희,이성진	20141221	2014.12.19	한식
11924	본아이에프(주)	본죽	이진희,이성진	20080100243	2008.08.11	한식
11923	(주)트리플제이홀딩스	밀키(milky)	김재우	20230935	2023.06.27	아이스크림/빙수
11922	청오디피케이(주)	도미노피자	오광현,김영훈	20080100159	2008.08.02	피자
11921	바른F&B	바른암소한우	박창규	20241763	2024.12.30	한식
11920	(주)우직한형제들	백운축산소한마리정육식당	김준영	20231541	2023.10.23	한식
11919	천라쿵푸가맹본부	천라쿵푸마라탕	KANG ZHENJI	20220321	2022.04.20	중식
11918	(주)비티엑스모빌리티	헤이나우 택시(HEY-NOW Taxi)	이태희	20241267	2024.09.13	운송
11917	(주)정준	노란마켓	이준우	20240949	2024.07.09	기타도소매
11916	(주)부자이웃	봉구스밥버거	현광식	20130100004	2013.01.30	기타 외식
